car_id,location,Timestamp,lat,long
35,Jack's Magical Beans,01/06/2014 07:05:01,36.06752333,24.8733625
35,Frydos Autosupply n' More,01/06/2014 13:49:07,36.05535497,24.90216672
35,Gelatogalore,01/07/2014 13:38:06,36.0592396,24.85803744
35,Jack's Magical Beans,01/09/2014 06:59:01,36.0675313,24.87333937
35,Hippokampos,01/10/2014 13:43:01,36.07668432,24.85772443
35,Guy's Gyros,01/13/2014 13:41:01,36.05574707,24.90241021
35,Jack's Magical Beans,01/14/2014 07:09:01,36.06752838,24.87333177
35,Gelatogalore,01/14/2014 13:36:03,36.05944989,24.85796727
35,Jack's Magical Beans,01/15/2014 07:10:01,36.06753066,24.87332984
35,General Grocer,01/15/2014 21:58:01,36.06034766,24.85656799
35,GAStect,01/16/2014 17:58:01,36.04811723,24.87956748
35,None,01/19/2014 18:43:01,36.07622488,24.87458182
4,None,01/06/2014 19:54:01,36.07818657,24.87214134
4,None,01/07/2014 19:30:01,36.07822229,24.87203398
4,None,01/08/2014 19:14:01,36.07820564,24.87213018
4,None,01/10/2014 19:41:01,36.07820468,24.87214022
4,Frydos Autosupply n' More,01/11/2014 16:11:03,36.05506615,24.90154926
4,None,01/11/2014 18:25:01,36.07818576,24.87205313
4,None,01/14/2014 07:00:03,36.07821646,24.87197491
4,GAStect,01/14/2014 17:59:01,36.04811807,24.87957159
4,None,01/15/2014 06:51:01,36.07822117,24.87204553
4,None,01/16/2014 06:30:01,36.07819509,24.87211617
4,Guy's Gyros,01/17/2014 13:22:01,36.05571671,24.90251448
19,Ouzeri Elian,01/06/2014 13:53:01,36.0519478,24.870807
19,GAStect,01/06/2014 17:28:02,36.04820335,24.87957394
19,None,01/06/2014 19:22:02,36.08789591,24.85617798
19,GAStect,01/07/2014 17:53:01,36.04810933,24.87956514
19,None,01/07/2014 19:08:01,36.08792663,24.85628432
19,Albert's Fine Clothing,01/10/2014 20:13:01,36.07531462,24.85628479
19,None,01/10/2014 23:57:01,36.08543913,24.86043454
19,None,01/14/2014 19:31:02,36.08789861,24.85618553
19,GAStect,01/16/2014 17:48:01,36.04811198,24.87956936
19,None,01/16/2014 19:18:01,36.08786318,24.85628313
10,Brewed Awakenings,01/06/2014 07:34:01,36.07332522,24.86417509
10,Gelatogalore,01/07/2014 13:27:02,36.05963308,24.85798168
10,GAStect,01/07/2014 18:13:01,36.04811744,24.87957582
10,Brewed Awakenings,01/08/2014 07:25:01,36.07334596,24.86420346
10,None,01/10/2014 06:40:01,36.07684634,24.8658641
10,GAStect,01/10/2014 18:13:01,36.04811563,24.87956517
10,Desafio Golf Course,01/12/2014 16:12:01,36.08962196,24.86068835
10,Brewed Awakenings,01/13/2014 07:20:01,36.07333511,24.86419075
10,None,01/13/2014 19:31:01,36.07675564,24.86587539
10,GAStect,01/14/2014 18:13:01,36.04811629,24.87957147
