car_id,location,Timestamp,lat,long
35,Jack's Magical Beans,01/06/2014 07:05:32,36.06732325,24.87489702
35,None,01/06/2014 07:06:05,36.06714896,24.87634243
35,None,01/06/2014 07:11:24,36.05193313,24.87721854
35,Cup o'Joe,01/06/2014 07:11:55,36.05194882,24.87877514
35,Cup o'Joe,01/06/2014 07:12:26,36.05120664,24.87959367
35,GAStect,01/06/2014 12:22:01,36.04811395,24.8795751
35,GAStect,01/06/2014 18:16:01,36.0481142,24.87957119
35,Jack's Magical Beans,01/07/2014 06:58:01,36.06750279,24.87334481
35,None,01/07/2014 07:02:48,36.05193368,24.87716747
35,Cup o'Joe,01/07/2014 07:03:19,36.05193815,24.87870212
35,Cup o'Joe,01/07/2014 07:03:50,36.05126803,24.87958433
35,GAStect,01/07/2014 12:35:01,36.04811706,24.87957116
35,GAStect,01/07/2014 18:15:01,36.04811679,24.87956712
35,None,01/07/2014 20:20:01,36.07622215,24.874607
35,Hippokampos,01/07/2014 21:23:01,36.07669784,24.85772179
35,None,01/08/2014 06:23:02,36.07623157,24.87450798
35,Jack's Magical Beans,01/08/2014 06:54:01,36.06750023,24.87332313
35,GAStect,01/08/2014 12:18:01,36.0480231,24.87956527
35,Abila Zacharo,01/08/2014 13:24:03,36.06318795,24.85099104
35,GAStect,01/08/2014 17:50:01,36.04811263,24.87956939
35,None,01/08/2014 19:45:01,36.07626065,24.87469947
35,Hippokampos,01/08/2014 21:43:01,36.0766763,24.85767966
35,None,01/09/2014 06:36:01,36.07623062,24.87471053
35,None,01/09/2014 07:04:15,36.0522374,24.87655977
35,Cup o'Joe,01/09/2014 07:04:46,36.05193654,24.87784318
35,Cup o'Joe,01/09/2014 07:05:17,36.05193237,24.87937107
35,GAStect,01/09/2014 07:05:48,36.05058452,24.87956633
35,GAStect,01/09/2014 07:06:19,36.04904568,24.87958147
35,GAStect,01/09/2014 12:42:01,36.0481097,24.87956851
35,Abila Zacharo,01/09/2014 13:36:01,36.06343446,24.85097339
35,GAStect,01/09/2014 17:52:01,36.04810954,24.87957411
35,None,01/09/2014 19:31:01,36.0762571,24.87460626
35,Hippokampos,01/09/2014 20:42:01,36.07662454,24.85758617
35,None,01/10/2014 06:21:01,36.07622365,24.8746854
35,Jack's Magical Beans,01/10/2014 07:02:01,36.06751634,24.87332801
35,Jack's Magical Beans,01/10/2014 07:02:32,36.06737701,24.87493689
35,None,01/10/2014 07:03:05,36.06710565,24.87634684
35,None,01/10/2014 07:03:38,36.06546452,24.87644696
35,None,01/10/2014 07:07:48,36.05309211,24.87639589
35,None,01/10/2014 07:08:19,36.05194802,24.87697538
35,Cup o'Joe,01/10/2014 07:08:51,36.05195174,24.87857244
35,Cup o'Joe,01/10/2014 07:09:22,36.0513915,24.87958575
35,GAStect,01/10/2014 07:10:25,36.04824456,24.87957552
35,GAStect,01/10/2014 12:14:02,36.04820487,24.8795689
35,GAStect,01/10/2014 18:16:01,36.04811297,24.87957462
35,None,01/10/2014 20:05:01,36.07624031,24.87469355
35,Hippokampos,01/10/2014 22:24:01,36.0766483,24.85770348
35,None,01/11/2014 13:52:01,36.076249,24.87462245
35,kronos capitol,01/11/2014 17:24:03,36.05292921,24.84964036
35,None,01/12/2014 12:45:01,36.07626368,24.87467835
35,Desafio Golf Course,01/12/2014 16:22:01,36.0895563,24.86064648
35,None,01/13/2014 06:46:01,36.07626366,24.87466486
35,Jack's Magical Beans,01/13/2014 06:59:01,36.06754401,24.87333979
35,None,01/13/2014 07:04:45,36.05194861,24.87779251
35,Cup o'Joe,01/13/2014 07:05:16,36.05193143,24.87933185
35,GAStect,01/13/2014 07:05:47,36.05063251,24.87956894
35,GAStect,01/13/2014 07:06:18,36.04909175,24.87957944
35,GAStect,01/13/2014 12:18:01,36.04811417,24.87956971
35,None,01/13/2014 19:39:01,36.07622887,24.87461657
35,Hippokampos,01/13/2014 20:36:01,36.07669622,24.85763914
35,None,01/14/2014 06:38:01,36.076228,24.87459094
35,Jack's Magical Beans,01/14/2014 07:09:32,36.0673218,24.87489639
35,None,01/14/2014 07:10:03,36.06720423,24.87632769
35,None,01/14/2014 07:15:25,36.05194124,24.87727189
35,Cup o'Joe,01/14/2014 07:15:57,36.05194793,24.87887748
35,Cup o'Joe,01/14/2014 07:16:29,36.05105391,24.87958792
35,GAStect,01/14/2014 12:37:01,36.04802308,24.87956859
35,GAStect,01/14/2014 18:01:01,36.04811916,24.87956734
35,None,01/14/2014 19:09:01,36.07623858,24.87471006
35,Hippokampos,01/14/2014 20:26:02,36.07666291,24.85776214
35,None,01/15/2014 06:24:01,36.07626342,24.87467214
35,Jack's Magical Beans,01/15/2014 07:10:33,36.06735357,24.87499412
35,None,01/15/2014 07:11:06,36.06705474,24.87638028
35,None,01/15/2014 07:16:28,36.05192475,24.87742317
35,Cup o'Joe,01/15/2014 07:16:59,36.05193732,24.87896229
35,Cup o'Joe,01/15/2014 07:17:31,36.05094332,24.87956782
35,GAStect,01/15/2014 12:31:01,36.04811567,24.87957604
35,Gelatogalore,01/15/2014 13:41:01,36.05979969,24.85801917
35,GAStect,01/15/2014 17:58:01,36.0481161,24.87957147
35,None,01/15/2014 19:39:02,36.07620852,24.87451954
35,None,01/16/2014 07:00:01,36.07623696,24.87467243
35,None,01/16/2014 07:00:32,36.07603634,24.8731802
35,None,01/16/2014 07:02:06,36.07244234,24.87192212
35,None,01/16/2014 07:02:37,36.07133337,24.87141046
35,Jack's Magical Beans,01/16/2014 07:04:12,36.06761455,24.87261021
35,Jack's Magical Beans,01/16/2014 07:15:01,36.06750501,24.87339969
35,Jack's Magical Beans,01/16/2014 07:15:32,36.06737008,24.87494351
35,None,01/16/2014 07:16:03,36.06720454,24.87634722
35,None,01/16/2014 07:21:22,36.051951,24.87714347
35,Cup o'Joe,01/16/2014 07:21:53,36.05194909,24.87867983
35,Cup o'Joe,01/16/2014 07:22:24,36.05129797,24.87957275
35,GAStect,01/16/2014 07:23:27,36.04815187,24.87956563
35,GAStect,01/16/2014 12:40:01,36.04811804,24.87957501
35,Gelatogalore,01/16/2014 13:37:01,36.05970193,24.85807991
35,Hippokampos,01/16/2014 20:53:01,36.0766625,24.85772603
35,None,01/17/2014 06:13:01,36.07624011,24.87457955
35,Jack's Magical Beans,01/17/2014 06:53:05,36.06744785,24.87375371
35,GAStect,01/17/2014 12:29:01,36.04803198,24.8795697
35,Kalami Kafenion,01/17/2014 13:40:01,36.06583235,24.85247208
35,GAStect,01/17/2014 18:14:01,36.04811039,24.87956851
35,None,01/17/2014 19:23:01,36.07625067,24.8746735
35,Hippokampos,01/17/2014 21:37:02,36.0766559,24.85776266
35,None,01/18/2014 13:05:01,36.07624864,24.87470426
35,Kalami Kafenion,01/18/2014 13:30:01,36.06583536,24.85245104
35,Frydos Autosupply n' More,01/18/2014 16:00:01,36.05497595,24.90172354
35,None,01/18/2014 18:22:01,36.07622418,24.87469007
35,Hippokampos,01/18/2014 19:41:01,36.07663862,24.8576952
35,None,01/19/2014 12:37:01,36.07631646,24.87468375
35,Desafio Golf Course,01/19/2014 16:02:04,36.08931299,24.86041782
35,Hippokampos,01/19/2014 20:04:02,36.07667639,24.85781503
4,Brewed Awakenings,01/06/2014 07:15:01,36.07334355,24.86416737
4,None,01/06/2014 07:16:03,36.07144659,24.86559935
4,None,01/06/2014 07:16:34,36.07085134,24.866598
4,None,01/06/2014 07:17:05,36.0705476,24.8678126
4,None,01/06/2014 07:17:38,36.06965466,24.86863491
4,None,01/06/2014 07:18:09,36.06963733,24.87016742
4,None,01/06/2014 07:18:41,36.06959195,24.87177048
4,None,01/06/2014 07:19:12,36.06939674,24.87329409
4,None,01/06/2014 07:19:43,36.06907123,24.87471218
4,None,01/06/2014 07:20:47,36.06740786,24.87636332
4,None,01/06/2014 07:26:05,36.05192284,24.87689901
4,Cup o'Joe,01/06/2014 07:26:36,36.05193955,24.87841768
4,Cup o'Joe,01/06/2014 07:27:07,36.05155236,24.87958175
4,GAStect,01/06/2014 12:34:02,36.04820503,24.87956716
